stime,ctime,mac,ssid,bssid,rssi
1691365324.6534228,1609459210,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-42
1691365324.6534228,1609459210,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-44
1691365324.6534228,1609459210,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-61
1691365336.614197,1609459223,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-42
1691365336.614197,1609459223,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-44
1691365336.614197,1609459223,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-53
1691365348.7113645,1609459235,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-40
1691365348.7113645,1609459235,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-54
1691365360.6425354,1609459247,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-57
1691365638.6667197,1691344038,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-33
1691365649.7702937,1609459535,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-43
1691365651.6005268,1691344050,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-40
1691365675.6633816,1609459210,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-50
1691365683.8789804,1609459571,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-43
1691365687.7006943,1609459223,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-43
1691365695.6579125,1609459582,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-42
1691365699.548632,1609459235,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-44
1691365707.31151,1609459594,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-46
1691365710.917227,1609459247,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-43
1691365721.64843,1609459607,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-37
1691365721.64843,1609459607,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-44
1691365722.6777856,1609459258,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-35
1691365722.6777856,1609459258,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-43
1691365735.6560102,1609459270,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-42
1691365736.6623876,1609459620,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-43
1691365742.5305402,1609459209,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-40
1691365742.5305402,1609459209,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-40
1691365747.4470115,1609459283,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-41
1691365747.4470115,1609459283,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-49
1691365748.2721355,1609459635,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-39
1691365748.2721355,1609459635,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-48
1691365753.8381553,1609459222,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-37
1691365753.8381553,1609459222,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-37
1691365760.5577168,1609459295,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-37
1691365760.5577168,1609459295,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-44
1691365762.6007192,1609459648,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-38
1691365762.6007192,1609459648,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-40
1691365762.6007192,1609459648,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-42
1691365766.6507154,1609459233,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-36
1691365766.6507154,1609459233,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-39
1691365766.6507154,1609459233,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-43
1691365772.4318256,1609459308,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-35
1691365772.4318256,1609459308,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-39
1691365772.4318256,1609459308,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-44
1691365774.651488,1609459661,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-39
1691365774.651488,1609459661,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-44
1691365774.651488,1609459661,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-63
1691365778.1667633,1609459246,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-37
1691365778.1667633,1609459246,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-39
1691365785.5447576,1609459321,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-40
1691365785.5447576,1609459321,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-42
1691365787.8062868,1609459673,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-40
1691365787.8062868,1609459673,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-42
1691365790.6793616,1609459258,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-37
1691365790.6803684,1609459258,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-38
1691365790.681362,1609459206,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-39
1691365790.681362,1609459206,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-53
1691365790.681362,1609459206,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-54
1691365797.4168007,1609459333,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-40
1691365797.4178104,1609459333,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-41
1691365797.4178104,1609459333,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-41
1691365799.7145922,1609459686,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-40
1691365799.7145922,1609459686,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-43
1691365799.7145922,1609459686,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-53
1691365803.568334,1609459270,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-38
1691365803.568334,1609459270,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-40
1691365803.568334,1609459270,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-60
1691365811.6676292,1609459347,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-39
1691365811.6676292,1609459347,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-43
1691365811.6676292,1609459347,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-46
1691365812.5725691,1609459698,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-36
1691365812.5725691,1609459698,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-43
1691365812.5725691,1609459698,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-56
1691365815.6500695,1609459283,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-36
1691365815.6500695,1609459283,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-38
1691365815.6500695,1609459283,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-58
1691365817.7050724,1609459218,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-40
1691365817.7050724,1609459218,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-52
1691365817.7050724,1609459218,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-59
1691365823.6560814,1609459359,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-40
1691365823.6560814,1609459359,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-43
1691365823.6560814,1609459359,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-44
1691365824.6504452,1609459711,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-38
1691365824.6504452,1609459711,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-43
1691365824.6504452,1609459711,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-56
1691365828.655089,1609459295,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-37
1691365828.655089,1609459295,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-40
1691365828.655089,1609459295,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-59
1691365828.743179,1609459245,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-40
1691365828.743179,1609459245,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-54
1691365828.743179,1609459245,28:cd:c1:02:6b:a0,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-59
1691365835.7079933,1609459371,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-41
1691365835.7079933,1609459371,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-42
1691365835.7079933,1609459371,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-44
1691365837.5628579,1609459723,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-38
1691365837.5628579,1609459723,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-44
1691365837.5628579,1609459723,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-55
1691365839.914538,1609459308,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-38
1691365839.914538,1609459308,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-40
1691365839.914538,1609459308,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-59
1691365851.501167,1609459736,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-37
1691365851.501167,1609459736,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-42
1691365851.501167,1609459736,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-56
1691365851.7054744,1609459319,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-37
1691365851.7054744,1609459319,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-40
1691365851.7054744,1609459319,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-58
1691365852.5981722,1609459383,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-41
1691365852.5981722,1609459383,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-44
1691365852.5981722,1609459383,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-44
1691365863.6631567,1609459331,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-38
1691365863.6631567,1609459331,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-43
1691365863.6631567,1609459331,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-63
1691365864.5926304,1609459750,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-39
1691365864.593589,1609459750,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-42
1691365864.593589,1609459750,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-55
1691365864.661497,1609459400,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-40
1691365864.661497,1609459400,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-43
1691365864.661497,1609459400,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-44
1691365877.808719,1609459343,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-37
1691365877.808719,1609459343,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-39
1691365877.808719,1609459343,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-61
1691365880.5746949,1609459763,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-39
1691365880.5746949,1609459763,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-44
1691365880.5746949,1609459763,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-56
1691365880.5776997,1609459412,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-40
1691365880.5776997,1609459412,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-43
1691365880.5776997,1609459412,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-49
1691365890.6508446,1609459358,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-36
1691365890.6508446,1609459358,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-38
1691365890.6508446,1609459358,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-61
1691365891.9086907,1609459779,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-39
1691365891.9086907,1609459779,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-43
1691365891.9086907,1609459779,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-56
1691365891.924185,1609459428,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-41
1691365891.924185,1609459428,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-44
1691365891.924185,1609459428,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-48
1691365902.2818196,1609459370,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-36
1691365902.2818196,1609459370,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-36
1691365902.2818196,1609459370,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-61
1691365903.6711211,1609459439,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-39
1691365903.6711211,1609459439,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-43
1691365903.6711211,1609459439,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-46
1691365903.6745546,1609459790,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-39
1691365903.6745546,1609459790,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-42
1691365903.6745546,1609459790,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-55
1691365914.7344244,1609459383,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-41
1691365914.7344244,1609459383,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-61
1691365916.6165898,1609459802,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-41
1691365916.6165898,1609459802,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-45
1691365916.6165898,1609459802,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-56
1691365916.6212497,1609459451,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-40
1691365916.6212497,1609459451,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-42
1691365916.6212497,1609459451,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-43
1691365925.7374763,1609459394,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-37
1691365925.7374763,1609459394,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-37
1691365925.7374763,1609459394,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-61
1691365928.6707134,1609459464,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-39
1691365928.6707134,1609459464,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-43
1691365928.6707134,1609459464,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-44
1691365928.7039528,1609459815,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-39
1691365928.7039528,1609459815,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-44
1691365928.7039528,1609459815,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-55
1691365939.5582669,1609459405,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-37
1691365939.5582669,1609459405,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-38
1691365939.5582669,1609459405,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-61
1691365939.6785648,1609459476,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-38
1691365939.6785648,1609459476,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-41
1691365939.6785648,1609459476,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-43
1691365939.7082686,1609459827,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-37
1691365939.7082686,1609459827,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-44
1691365939.7082686,1609459827,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-56
1691365950.7149272,1609459838,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-43
1691365950.7149272,1609459838,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-45
1691365950.7149272,1609459838,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-56
1691365951.4355264,1609459487,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-43
1691365951.4355264,1609459487,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-44
1691365951.4355264,1609459487,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-48
1691365951.6620312,1609459419,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-38
1691365951.6620312,1609459419,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-38
1691365951.6620312,1609459419,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-60
1691365963.3099902,1609459431,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-37
1691365963.3099902,1609459431,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-37
1691365963.3099902,1609459431,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-59
1691365964.6569083,1609459500,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-39
1691365964.6569083,1609459500,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-41
1691365964.6569083,1609459500,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-43
1691365964.7943437,1609459849,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-39
1691365964.7943437,1609459849,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-41
1691365964.7943437,1609459849,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-55
1691365975.8060946,1609459863,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-43
1691365975.8060946,1609459863,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-56
1691365975.9980946,1609459444,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-37
1691365975.9980946,1609459444,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-40
1691365975.9980946,1609459444,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-59
1691365976.6645093,1609459512,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-41
1691365976.6645093,1609459512,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-43
1691365976.6645093,1609459512,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-46
1691365987.481399,1609459874,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-38
1691365987.482354,1609459874,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-42
1691365987.482354,1609459874,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-54
1691365988.6642408,1609459524,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-39
1691365988.6642408,1609459524,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-43
1691365988.6642408,1609459524,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-43
1691365989.679993,1609459457,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-37
1691365989.679993,1609459457,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-38
1691365989.679993,1609459457,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-60
1691366000.7621264,1609459888,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-40
1691366000.7621264,1609459888,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-40
1691366000.7621264,1609459888,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-56
1691366002.6386752,1609459469,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-39
1691366002.6386752,1609459469,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-41
1691366002.6386752,1609459469,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-64
1691366002.9765346,1609459536,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-39
1691366002.9765346,1609459536,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-39
1691366002.9765346,1609459536,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-43
1691366011.7762187,1609459899,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a8,28cdc1026ba8,-40
1691366011.7762187,1609459899,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-41
1691366011.7762187,1609459899,28:cd:c1:02:6b:a6,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-59
1691366014.7110965,1609459482,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:aa,28cdc1026baa,-38
1691366014.7110965,1609459482,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-40
1691366014.7110965,1609459482,28:cd:c1:02:6b:a8,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-62
1691366014.7262783,1609459550,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a6,28cdc1026ba6,-38
1691366014.7262783,1609459550,28:cd:c1:02:6b:aa,beacon-28:cd:c1:02:6b:a0,28cdc1026ba0,-42
